actor,weibo_name,follower,weibo_score
凃雄飞,糖醋腊排骨,"糖醋腊排骨
2021年大学生志愿服务西部计划志愿者 超话粉丝大咖（配音演员凃雄飞超话）
粉丝：1427","糖醋腊排骨
2021年大学生志愿服务西部计划志愿者 超话粉丝大咖（配音演员凃雄飞超话）
粉丝：1427"
闫猛,No weibo account,No weibo account,No weibo account
邢昀,演员邢昀,"演员邢昀
嘉亿影业 演员，歌手
粉丝：1.3万","演员邢昀
嘉亿影业 演员，歌手
粉丝：1.3万"
张远,张远Bird,"张远Bird
粉丝：884.8万 | 歌手，至上励合队长兼主唱，代表作《嘉宾》、《哼》、《棉花糖》
V指数 文娱领域 81.94分","张远Bird
粉丝：884.8万 | 歌手，至上励合队长兼主唱，代表作《嘉宾》、《哼》、《棉花糖》
V指数 文娱领域 81.94分"
周子寒,No weibo account,No weibo account,No weibo account
代露娃,代露娃,"代露娃
粉丝：220万 | 耀客传媒签约演员 代表作《人不彪悍枉少年》《穿越火线》
《长相思》","代露娃
粉丝：220万 | 耀客传媒签约演员 代表作《人不彪悍枉少年》《穿越火线》
《长相思》"
杨子姗,杨子姗,"杨子姗
粉丝：619.4万 | 演员杨子姗
V指数 文娱领域 60.49分","杨子姗
粉丝：619.4万 | 演员杨子姗
V指数 文娱领域 60.49分"
金星,No weibo account,No weibo account,No weibo account
朱志鑫,No weibo account,No weibo account,No weibo account
童蕾,童蕾,"童蕾
粉丝：381.9万 | 演员，电视剧《亮剑》饰田雨
V指数 文娱领域 65.08分","童蕾
粉丝：381.9万 | 演员，电视剧《亮剑》饰田雨
V指数 文娱领域 65.08分"
马原,马原,"马原
作家马原，著有《冈底斯的诱惑》《西海无帆船》《虚构》《上下都很平坦》等
粉丝：40.8万","马原
作家马原，著有《冈底斯的诱惑》《西海无帆船》《虚构》《上下都很平坦》等
粉丝：40.8万"
虫虫,No weibo account,No weibo account,No weibo account
程璐,程璐,"程璐
脱口秀演员，《吐槽大会》《脱口秀大会》首席编剧
粉丝：254万","程璐
脱口秀演员，《吐槽大会》《脱口秀大会》首席编剧
粉丝：254万"
张楚寒,张楚寒_Bunny,"张楚寒_Bunny
粉丝：163.2万 | 演员、歌手
V指数 文娱领域 67.74分","张楚寒_Bunny
粉丝：163.2万 | 演员、歌手
V指数 文娱领域 67.74分"
漆昱辰,漆昱辰Duebass,"漆昱辰Duebass
粉丝：368.5万 | 知名时尚博主
V指数 美妆领域 50.18分","漆昱辰Duebass
粉丝：368.5万 | 知名时尚博主
V指数 美妆领域 50.18分"
萍措卓玛,萍措卓玛,"萍措卓玛
做最好的自己……加油
粉丝：41","萍措卓玛
做最好的自己……加油
粉丝：41"
侯东 Dong Hou,No weibo account,No weibo account,No weibo account
杨长青,ICE杨长青,"ICE杨长青
粉丝：508.4万 | 音乐人
V指数 文娱领域 72.17分","ICE杨长青
粉丝：508.4万 | 音乐人
V指数 文娱领域 72.17分"
穆丽燕,穆丽燕_,"穆丽燕_
演员，代表作《战长沙》《欢乐颂》《逆流而上的你》
粉丝：1121","穆丽燕_
演员，代表作《战长沙》《欢乐颂》《逆流而上的你》
粉丝：1121"
程相,No weibo account,No weibo account,No weibo account
王卫亚,濮阳王卫亚,"濮阳王卫亚
从心所欲不逾矩
粉丝：187","濮阳王卫亚
从心所欲不逾矩
粉丝：187"
白曼可,tata白曼可的妈咪,"tata白曼可的妈咪
tata白的妈妈
粉丝：89","tata白曼可的妈咪
tata白的妈妈
粉丝：89"
钟楚曦,钟楚曦,"钟楚曦
粉丝：808万 | 文艺工作者，代表作：《芳华》、《脱单告急》
《不完美受害人》主演","钟楚曦
粉丝：808万 | 文艺工作者，代表作：《芳华》、《脱单告急》
《不完美受害人》主演"
赵岭,配音演员赵岭,"配音演员赵岭
粉丝：27.6万 | 国家大剧院演艺中心有限责任公司 演员
V指数 动漫领域 58.64分","配音演员赵岭
粉丝：27.6万 | 国家大剧院演艺中心有限责任公司 演员
V指数 动漫领域 58.64分"
张昕懿,张昕懿,"张昕懿
粉丝：64.5万 | 壹加壹签约演员
V指数 文娱领域 61.34分","张昕懿
粉丝：64.5万 | 壹加壹签约演员
V指数 文娱领域 61.34分"
芷彤,No weibo account,No weibo account,No weibo account
张集骏,张集骏,"张集骏
AGEBOY成员
粉丝：256.5万","张集骏
AGEBOY成员
粉丝：256.5万"
高茂桐,高茂桐本人,"高茂桐本人
粉丝：192.1万 | 演员 代表作《循环初恋》
V指数 文娱领域 27.19分","高茂桐本人
粉丝：192.1万 | 演员 代表作《循环初恋》
V指数 文娱领域 27.19分"
明加加,明加加,"明加加
经纪人商务：QY99QY88
粉丝：7.1万","明加加
经纪人商务：QY99QY88
粉丝：7.1万"
刘些宁,刘些宁,"刘些宁
粉丝：485.7万 | 演员
V指数 文娱领域 78.64分","刘些宁
粉丝：485.7万 | 演员
V指数 文娱领域 78.64分"
朱珠,朱珠ZhuZhu,"朱珠ZhuZhu
粉丝：294.7万 | 演员，歌手，MTV主持人
V指数 文娱领域 81.92分","朱珠ZhuZhu
粉丝：294.7万 | 演员，歌手，MTV主持人
V指数 文娱领域 81.92分"
张嘉倪,张嘉倪,"张嘉倪
粉丝：1091.3万 | 演员张嘉倪，在电视剧《又见一帘幽梦》中饰演汪紫菱。
V指数 文娱领域 82.44分","张嘉倪
粉丝：1091.3万 | 演员张嘉倪，在电视剧《又见一帘幽梦》中饰演汪紫菱。
V指数 文娱领域 82.44分"
顺吉,顺吉,"顺吉
HANTHA汉泰执行董事
粉丝：1553","顺吉
HANTHA汉泰执行董事
粉丝：1553"
陈立安,陈立安ansonchen,"陈立安ansonchen
粉丝：114.7万 | 中国台湾演员， 代表作《近距离爱上你》饰演藤沐仁
V指数 文娱领域 56.67分","陈立安ansonchen
粉丝：114.7万 | 中国台湾演员， 代表作《近距离爱上你》饰演藤沐仁
V指数 文娱领域 56.67分"
牛子藩,牛牛牛子藩,"牛牛牛子藩
粉丝：214.9万 | 演员，作品：电视剧《不负如来不负卿》
V指数 文娱领域 47.85分","牛牛牛子藩
粉丝：214.9万 | 演员，作品：电视剧《不负如来不负卿》
V指数 文娱领域 47.85分"
乔苏,No weibo account,No weibo account,No weibo account
林雨申,林雨申,"林雨申
粉丝：934.7万 | 演员，代表作《我喜欢你》《倚天屠龙记》
V指数 文娱领域 12.30分","林雨申
粉丝：934.7万 | 演员，代表作《我喜欢你》《倚天屠龙记》
V指数 文娱领域 12.30分"
张艺兴,张艺兴,"张艺兴
粉丝：5072.9万 | 歌手、演员 张艺兴
《孤注一掷》主创","张艺兴
粉丝：5072.9万 | 歌手、演员 张艺兴
《孤注一掷》主创"
马伊琍,马伊琍,"马伊琍
粉丝：4485.4万 | 演员，《奋斗》中饰演夏琳
V指数 文娱领域 65.60分","马伊琍
粉丝：4485.4万 | 演员，《奋斗》中饰演夏琳
V指数 文娱领域 65.60分"
黄俊鹏,黄俊鹏,"黄俊鹏
演员黄俊鹏，代表作品《人民的名义》《国家宝藏》《勇士之城》等
粉丝：235.4万","黄俊鹏
演员黄俊鹏，代表作品《人民的名义》《国家宝藏》《勇士之城》等
粉丝：235.4万"
陈少熙,No weibo account,No weibo account,No weibo account
马元,马元,"马元
粉丝：74万 | 演员，《血色浪漫》饰演郑桐；《大西南剿匪记》饰演刘二木；
V指数 文娱领域 43.55分","马元
粉丝：74万 | 演员，《血色浪漫》饰演郑桐；《大西南剿匪记》饰演刘二木；
V指数 文娱领域 43.55分"
恺恺,No weibo account,No weibo account,No weibo account
韩雨彤,韩雨彤Hazel,"韩雨彤Hazel
演员 韩雨彤 颜值博主
粉丝：66.5万","韩雨彤Hazel
演员 韩雨彤 颜值博主
粉丝：66.5万"
祖晴,No weibo account,No weibo account,No weibo account
吴昕,吴昕,"吴昕
粉丝：3786.8万 | 演员 主持人
V指数 文娱领域 77.05分","吴昕
粉丝：3786.8万 | 演员 主持人
V指数 文娱领域 77.05分"
林保怡,林保怡,"林保怡
粉丝：196.3万 | 中国香港演员林保怡
V指数 文娱领域 44.49分","林保怡
粉丝：196.3万 | 中国香港演员林保怡
V指数 文娱领域 44.49分"
徐梦浩,No weibo account,No weibo account,No weibo account
高海宝,高海宝_,"高海宝_
开心麻花签约艺人
粉丝：19.5万","高海宝_
开心麻花签约艺人
粉丝：19.5万"
陶醉,演员陶醉,"演员陶醉
演员陶醉，代表作：电影《笔仙魔咒》、音乐剧《热舞甜心》
粉丝：1.1万","演员陶醉
演员陶醉，代表作：电影《笔仙魔咒》、音乐剧《热舞甜心》
粉丝：1.1万"
白冰,MR-白冰,"MR-白冰
粉丝：82.7万 | 车手白冰 微博摩托达人
V指数 汽车领域 64.16分","MR-白冰
粉丝：82.7万 | 车手白冰 微博摩托达人
V指数 汽车领域 64.16分"
锺叔河,No weibo account,No weibo account,No weibo account
谷嘉诚,X玖少年团谷嘉诚BAE,"X玖少年团谷嘉诚BAE
粉丝：1308.9万 | X玖少年团成员 谷嘉诚
V指数 文娱领域 62.24分","X玖少年团谷嘉诚BAE
粉丝：1308.9万 | X玖少年团成员 谷嘉诚
V指数 文娱领域 62.24分"
吴瑞淞,吴瑞淞Rick,"吴瑞淞Rick
粉丝：148.8万 | 演员，代表作《演员的品格》《教室的那一间》
V指数 文娱领域 26.62分","吴瑞淞Rick
粉丝：148.8万 | 演员，代表作《演员的品格》《教室的那一间》
V指数 文娱领域 26.62分"
括号君,战场老军医括号君,"战场老军医括号君
大夫，厨子，唱小曲儿的 | AB站、5婶、网易云等搜“括号君”| 非商合作请私信 |商业合作找 qq383404328 或 @清水L浊流|健康方面难言之隐也欢迎私信w
粉丝：24.9万","战场老军医括号君
大夫，厨子，唱小曲儿的 | AB站、5婶、网易云等搜“括号君”| 非商合作请私信 |商业合作找 qq383404328 或 @清水L浊流|健康方面难言之隐也欢迎私信w
粉丝：24.9万"
黄靖洲,No weibo account,No weibo account,No weibo account
陈凯颖,No weibo account,No weibo account,No weibo account
成止微,成止微醺,"成止微醺
地球人
粉丝：7.3万","成止微醺
地球人
粉丝：7.3万"
何与,何与,"何与
粉丝：388.9万 | 演员 代表作《我的邻居长不大》
V指数 文娱领域 69.87分","何与
粉丝：388.9万 | 演员 代表作《我的邻居长不大》
V指数 文娱领域 69.87分"
蒋雯丽,蒋雯丽工作室,"蒋雯丽工作室
蒋雯丽工作室官方微博
粉丝：175.4万","蒋雯丽工作室
蒋雯丽工作室官方微博
粉丝：175.4万"
祺哥,No weibo account,No weibo account,No weibo account
于正,于正,"于正
粉丝：833.2万 | 编剧于正
V指数 文娱领域 78.34分","于正
粉丝：833.2万 | 编剧于正
V指数 文娱领域 78.34分"
骆明劼,骆明劼,"骆明劼
果然娱乐签约艺人
粉丝：167万","骆明劼
果然娱乐签约艺人
粉丝：167万"
厉嘉琪,厉嘉琪,"厉嘉琪
粉丝：524万 | 上海飞宝文化传媒公司演员 代表作《流星花园》
V指数 文娱领域 37.99分","厉嘉琪
粉丝：524万 | 上海飞宝文化传媒公司演员 代表作《流星花园》
V指数 文娱领域 37.99分"
曾赠,No weibo account,No weibo account,No weibo account
黄宗泽,黄宗泽,"黄宗泽
粉丝：1397万 | 香港歌手，演员
V指数 文娱领域 77.63分","黄宗泽
粉丝：1397万 | 香港歌手，演员
V指数 文娱领域 77.63分"
信友青,No weibo account,No weibo account,No weibo account
李砚,李砚yan,"李砚yan
粉丝：441.7万 | 演员，代表作《同桌的你》《最好的我们》
V指数 文娱领域 27.61分","李砚yan
粉丝：441.7万 | 演员，代表作《同桌的你》《最好的我们》
V指数 文娱领域 27.61分"
阿部力,我是阿部力,"我是阿部力
粉丝：15.8万 | 演员阿部力，代表作《花样男子》日版流星花园
V指数 文娱领域 27.82分","我是阿部力
粉丝：15.8万 | 演员阿部力，代表作《花样男子》日版流星花园
V指数 文娱领域 27.82分"
周翊然,周翊然Tz,"周翊然Tz
粉丝：423.1万 | 演员、代表作《快把我哥带走》
V指数 文娱领域 86.79分","周翊然Tz
粉丝：423.1万 | 演员、代表作《快把我哥带走》
V指数 文娱领域 86.79分"
王龙正,王龙正,"王龙正
粉丝：447.9万 | 演员王泷正 代表作《心理罪》、《白夜追凶》等
V指数 文娱领域 28.97分","王龙正
粉丝：447.9万 | 演员王泷正 代表作《心理罪》、《白夜追凶》等
V指数 文娱领域 28.97分"
谢添天,谢添天,"谢添天
粉丝：84万 | 音熊联萌 配音导演、配音演员
V指数 动漫领域 72.87分","谢添天
粉丝：84万 | 音熊联萌 配音导演、配音演员
V指数 动漫领域 72.87分"
郭康敏,郭康敏--,"郭康敏--
演员
粉丝：12.3万","郭康敏--
演员
粉丝：12.3万"
何洁,何洁,"何洁
粉丝：691.3万 | 歌手
V指数 文娱领域 66.82分","何洁
粉丝：691.3万 | 歌手
V指数 文娱领域 66.82分"
徐正溪,徐正溪Jeremy,"徐正溪Jeremy
粉丝：1518.8万 | 演员，电视剧《独孤天下》《爱情睡醒了》电影《赏金猎人》等
V指数 文娱领域 64.54分","徐正溪Jeremy
粉丝：1518.8万 | 演员，电视剧《独孤天下》《爱情睡醒了》电影《赏金猎人》等
V指数 文娱领域 64.54分"
陈曌旭,陈曌旭嘘,"陈曌旭嘘
粉丝：49.2万 | 音乐博主
V指数 音乐演出领域 77.73分","陈曌旭嘘
粉丝：49.2万 | 音乐博主
V指数 音乐演出领域 77.73分"
刘学义,Mr_刘学义,"Mr_刘学义
粉丝：930.6万 | 演员刘学义
V指数 文娱领域 67.03分","Mr_刘学义
粉丝：930.6万 | 演员刘学义
V指数 文娱领域 67.03分"
肖慕尘,肖慕尘,"肖慕尘
小啤梨文化 签约演员
粉丝：10.1万","肖慕尘
小啤梨文化 签约演员
粉丝：10.1万"
宣璐,宣璐,"宣璐
粉丝：1150.3万 | 演员，代表作《陈情令》《舞乐传奇》《与君歌》
V指数 文娱领域 74.62分","宣璐
粉丝：1150.3万 | 演员，代表作《陈情令》《舞乐传奇》《与君歌》
V指数 文娱领域 74.62分"
林志颖,夢想家林志穎,"夢想家林志穎
粉丝：7295.9万 | 台湾演员、歌手
V指数 文娱领域 75.29分","夢想家林志穎
粉丝：7295.9万 | 台湾演员、歌手
V指数 文娱领域 75.29分"
曾轶可,曾轶可NewestNews,"曾轶可NewestNews
粉丝：275.3万 | 曾轶可，代表作《狮子座》
V指数 文娱领域 59.01分","曾轶可NewestNews
粉丝：275.3万 | 曾轶可，代表作《狮子座》
V指数 文娱领域 59.01分"
管栎,管栎YUE,"管栎YUE
粉丝：765.8万 | 歌手、演员
V指数 文娱领域 64.58分","管栎YUE
粉丝：765.8万 | 歌手、演员
V指数 文娱领域 64.58分"
彭必瑶,彭必瑶,"彭必瑶
粉丝：209.5万 | 演员 彭必瑶
V指数 文娱领域 35.05分","彭必瑶
粉丝：209.5万 | 演员 彭必瑶
V指数 文娱领域 35.05分"
李立群,李立群,"李立群
演员，曾获台湾电视金钟奖最佳男演员奖，代表作：《搭错车》、《侬本多情》
粉丝：56.2万","李立群
演员，曾获台湾电视金钟奖最佳男演员奖，代表作：《搭错车》、《侬本多情》
粉丝：56.2万"
曹峻祥,曹峻祥,"曹峻祥
粉丝：210.7万 | 演员，代表作：《陈情令》
V指数 文娱领域 44.80分","曹峻祥
粉丝：210.7万 | 演员，代表作：《陈情令》
V指数 文娱领域 44.80分"
山根希美,No weibo account,No weibo account,No weibo account
王栎鑫,王栎鑫,"王栎鑫
粉丝：728.7万 | 歌手、演员
V指数 文娱领域 79.26分","王栎鑫
粉丝：728.7万 | 歌手、演员
V指数 文娱领域 79.26分"
连奕名,连奕名,"连奕名
粉丝：29.1万
电视剧欢颜演员","连奕名
粉丝：29.1万
电视剧欢颜演员"
刘佩琦,刘佩琦工作室,"刘佩琦工作室
安格影视工作室
粉丝：3.8万","刘佩琦工作室
安格影视工作室
粉丝：3.8万"
马家辉,马家辉在香港,"马家辉在香港
粉丝：185.9万 | 香港作家，文化评论学者
V指数 读书作家领域 65.57分","马家辉在香港
粉丝：185.9万 | 香港作家，文化评论学者
V指数 读书作家领域 65.57分"
吴汉坤,吴汉坤Ken,"吴汉坤Ken
粉丝：2.7万","吴汉坤Ken
粉丝：2.7万"
刘木子,刘木子maggie,"刘木子maggie
粉丝：280.7万 | 演员 代表作《夫人你不对劲》
V指数 文娱领域 52.34分","刘木子maggie
粉丝：280.7万 | 演员 代表作《夫人你不对劲》
V指数 文娱领域 52.34分"
徐立,徐立,"徐立
粉丝：218.3万 | 制片人，演员
V指数 文娱领域 24.74分","徐立
粉丝：218.3万 | 制片人，演员
V指数 文娱领域 24.74分"
毛头,No weibo account,No weibo account,No weibo account
庞博,庞博pangbobo,"庞博pangbobo
粉丝：366.6万 | 脱口秀演员，《吐槽大会》卡司，《脱口秀大会》第一季总冠军
V指数 文娱领域 78.04分","庞博pangbobo
粉丝：366.6万 | 脱口秀演员，《吐槽大会》卡司，《脱口秀大会》第一季总冠军
V指数 文娱领域 78.04分"
张新成,张新成,"张新成
粉丝：1518.4万 | 演员
V指数 文娱领域 79.42分","张新成
粉丝：1518.4万 | 演员
V指数 文娱领域 79.42分"
刘雯,刘雯,"刘雯
粉丝：2585.8万 | 模特刘雯
V指数 文娱领域 83.04分","刘雯
粉丝：2585.8万 | 模特刘雯
V指数 文娱领域 83.04分"
